event_id,equipment_id,sensor_name,timestamp,value,unit,row_identifier,event_type,severity,window_start,window_end
EVT-2026S1-0013,EQ-CHILL-001,pressure_bar,2026-01-02 00:00:00+00:00,5.77,bar,EQ-CHILL-001|2026-01-02T00:00:00Z|pressure_bar,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,temperature_c,2026-01-02 00:00:00+00:00,56.39,°C,EQ-CHILL-001|2026-01-02T00:00:00Z|temperature_c,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,pressure_bar,2026-01-02 06:00:00+00:00,5.66,bar,EQ-CHILL-001|2026-01-02T06:00:00Z|pressure_bar,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,temperature_c,2026-01-02 06:00:00+00:00,66.35,°C,EQ-CHILL-001|2026-01-02T06:00:00Z|temperature_c,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,pressure_bar,2026-01-02 12:00:00+00:00,5.32,bar,EQ-CHILL-001|2026-01-02T12:00:00Z|pressure_bar,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,temperature_c,2026-01-02 12:00:00+00:00,64.85,°C,EQ-CHILL-001|2026-01-02T12:00:00Z|temperature_c,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,pressure_bar,2026-01-02 18:00:00+00:00,5.72,bar,EQ-CHILL-001|2026-01-02T18:00:00Z|pressure_bar,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,temperature_c,2026-01-02 18:00:00+00:00,57.22,°C,EQ-CHILL-001|2026-01-02T18:00:00Z|temperature_c,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,pressure_bar,2026-01-03 00:00:00+00:00,5.69,bar,EQ-CHILL-001|2026-01-03T00:00:00Z|pressure_bar,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,temperature_c,2026-01-03 00:00:00+00:00,53.95,°C,EQ-CHILL-001|2026-01-03T00:00:00Z|temperature_c,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,pressure_bar,2026-01-03 06:00:00+00:00,5.43,bar,EQ-CHILL-001|2026-01-03T06:00:00Z|pressure_bar,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,temperature_c,2026-01-03 06:00:00+00:00,61.0,°C,EQ-CHILL-001|2026-01-03T06:00:00Z|temperature_c,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,pressure_bar,2026-01-03 12:00:00+00:00,5.35,bar,EQ-CHILL-001|2026-01-03T12:00:00Z|pressure_bar,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0013,EQ-CHILL-001,temperature_c,2026-01-03 12:00:00+00:00,60.06,°C,EQ-CHILL-001|2026-01-03T12:00:00Z|temperature_c,incident,high,2025-12-31 12:53:00+00:00,2026-01-03 14:20:00+00:00
EVT-2026S1-0069,EQ-MIX-259,current_a,2026-01-05 18:00:00+00:00,22.28,A,EQ-MIX-259|2026-01-05T18:00:00Z|current_a,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,vibration_mm_s,2026-01-05 18:00:00+00:00,3.32,mm/s,EQ-MIX-259|2026-01-05T18:00:00Z|vibration_mm_s,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,current_a,2026-01-06 00:00:00+00:00,23.14,A,EQ-MIX-259|2026-01-06T00:00:00Z|current_a,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,vibration_mm_s,2026-01-06 00:00:00+00:00,2.67,mm/s,EQ-MIX-259|2026-01-06T00:00:00Z|vibration_mm_s,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,current_a,2026-01-06 06:00:00+00:00,22.24,A,EQ-MIX-259|2026-01-06T06:00:00Z|current_a,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,vibration_mm_s,2026-01-06 06:00:00+00:00,2.67,mm/s,EQ-MIX-259|2026-01-06T06:00:00Z|vibration_mm_s,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,current_a,2026-01-06 12:00:00+00:00,19.77,A,EQ-MIX-259|2026-01-06T12:00:00Z|current_a,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,vibration_mm_s,2026-01-06 12:00:00+00:00,2.79,mm/s,EQ-MIX-259|2026-01-06T12:00:00Z|vibration_mm_s,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,current_a,2026-01-06 18:00:00+00:00,22.01,A,EQ-MIX-259|2026-01-06T18:00:00Z|current_a,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,vibration_mm_s,2026-01-06 18:00:00+00:00,2.8,mm/s,EQ-MIX-259|2026-01-06T18:00:00Z|vibration_mm_s,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,current_a,2026-01-07 00:00:00+00:00,24.41,A,EQ-MIX-259|2026-01-07T00:00:00Z|current_a,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,vibration_mm_s,2026-01-07 00:00:00+00:00,2.64,mm/s,EQ-MIX-259|2026-01-07T00:00:00Z|vibration_mm_s,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,temperature_c,2026-01-07 00:00:00+00:00,61.26,°C,EQ-PUMP-001|2026-01-07T00:00:00Z|TEMPERATURE_C ,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,pressure_bar,2026-01-07 00:00:00+00:00,6.42,bar,EQ-PUMP-001|2026-01-07T00:00:00Z|pressure_bar,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,vibration_mm_s,2026-01-07 02:00:00+00:00,2.85,mm/s,EQ-PUMP-001|2026-01-07T02:00:00Z|vibration_mm_s,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-0069,EQ-MIX-259,current_a,2026-01-07 06:00:00+00:00,20.8,A,EQ-MIX-259|2026-01-07T06:00:00Z|current_a,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,vibration_mm_s,2026-01-07 06:00:00+00:00,2.3,mm/s,EQ-MIX-259|2026-01-07T06:00:00Z|vibration_mm_s,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,temperature_c,2026-01-07 06:00:00+00:00,64.02,°C,EQ-PUMP-001|2026-01-07T06:00:00Z|TEMPERATURE_C ,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,pressure_bar,2026-01-07 06:00:00+00:00,6.1,bar,EQ-PUMP-001|2026-01-07T06:00:00Z|pressure_bar,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,vibration_mm_s,2026-01-07 08:00:00+00:00,2.74,mm/s,EQ-PUMP-001|2026-01-07T08:00:00Z|vibration_mm_s,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-0069,EQ-MIX-259,current_a,2026-01-07 12:00:00+00:00,19.89,A,EQ-MIX-259|2026-01-07T12:00:00Z|current_a,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,vibration_mm_s,2026-01-07 12:00:00+00:00,2.77,mm/s,EQ-MIX-259|2026-01-07T12:00:00Z|vibration_mm_s,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,temperature_c,2026-01-07 12:00:00+00:00,57.65,°C,EQ-PUMP-001|2026-01-07T12:00:00Z|TEMPERATURE_C ,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,pressure_bar,2026-01-07 12:00:00+00:00,5.87,bar,EQ-PUMP-001|2026-01-07T12:00:00Z|pressure_bar,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,vibration_mm_s,2026-01-07 14:00:00+00:00,2.72,mm/s,EQ-PUMP-001|2026-01-07T14:00:00Z|vibration_mm_s,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-0069,EQ-MIX-259,current_a,2026-01-07 18:00:00+00:00,22.84,A,EQ-MIX-259|2026-01-07T18:00:00Z|current_a,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,vibration_mm_s,2026-01-07 18:00:00+00:00,2.79,mm/s,EQ-MIX-259|2026-01-07T18:00:00Z|vibration_mm_s,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,temperature_c,2026-01-07 18:00:00+00:00,54.99,°C,EQ-PUMP-001|2026-01-07T18:00:00Z|TEMPERATURE_C ,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,pressure_bar,2026-01-07 18:00:00+00:00,5.97,bar,EQ-PUMP-001|2026-01-07T18:00:00Z|pressure_bar,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,vibration_mm_s,2026-01-07 20:00:00+00:00,2.76,mm/s,EQ-PUMP-001|2026-01-07T20:00:00Z|vibration_mm_s,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-0069,EQ-MIX-259,current_a,2026-01-08 00:00:00+00:00,24.88,A,EQ-MIX-259|2026-01-08T00:00:00Z|current_a,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-0069,EQ-MIX-259,vibration_mm_s,2026-01-08 00:00:00+00:00,2.65,mm/s,EQ-MIX-259|2026-01-08T00:00:00Z|vibration_mm_s,incident,medium,2026-01-05 15:48:00+00:00,2026-01-08 19:59:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,temperature_c,2026-01-08 00:00:00+00:00,58.51,°C,EQ-PUMP-001|2026-01-08T00:00:00Z|TEMPERATURE_C ,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,pressure_bar,2026-01-08 00:00:00+00:00,6.25,bar,EQ-PUMP-001|2026-01-08T00:00:00Z|pressure_bar,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
EVT-2026S1-X036,EQ-PUMP-001,vibration_mm_s,2026-01-08 02:00:00+00:00,2.52,mm/s,EQ-PUMP-001|2026-01-08T02:00:00Z|vibration_mm_s,incident,low,2026-01-06 22:23:00+00:00,2026-01-10 05:13:00+00:00
